body,title,url
"
“No sabía si iba a sobrevivir”, dijo la cantante Pink al revelar los momentos más difíciles de contagiarse de coronavirus, al igual que su hijo de tres años de edad. 

En una entrevista a distancia con Ellen DeGeneres, la intérprete de “So What “ aseguró que el primero en tener los síntomas fue su hijo Jameson. Sin embargo, no pensó que se tratara del Covid-19, ya que él se enferma continuamente. 

Primero tuvo fiebre, luego  dolores en el estómago y pecho, así como diarrea. “Cada día era un nuevo síntoma”, dijo Pink. Ella llamó desesperada al médico cuando la temperatura de Jameson superó los 39 grados Celsius, pero le pidió que no abandonaran el aislamiento en su casa. 

Lee también






Kylie Jenner donará desinfectante para manos a hospitales de California


La empresaria ya había donado un millón de dólares para la fabricación y distribución de equipos médicos de primera necesidad





Dos días después, la cantante comenzó a registrar los primeros síntomas, fatiga y náuseas, aunque mo tuvo fiebre ni la mayoría de los síntomas del coronavirus, al inicio de la enfermedad. 

La peor noche, según afirma fue cuando la fiebre subió, bajó y se despertó sin poder respirar. “Necesité un nebulizador por primera vez en 30 años”, indicó. Pink ha padecido asma toda su vida y algunos ataques incluso la han llevado a ser hospitalizada. 

 




 


 

 



 




View this post on Instagram


 



 

 

 



 

 



 

 

 



Two weeks ago my three-year old son, Jameson, and I are were showing symptoms of COVID-19. Fortunately, our primary care physician had access to tests and I tested positive. My family was already sheltering at home and we continued to do so for the last two weeks following the instruction of our doctor. Just a few days ago we were re-tested and are now thankfully negative. It is an absolute travesty and failure of our government to not make testing more widely accessible. This illness is serious and real. People need to know that the illness affects the young and old, healthy and unhealthy, rich and poor, and we must make testing free and more widely accessible to protect our children, our families, our friends and our communities. In an effort to support the healthcare professionals who are battling on the frontlines every day, I am donating $500,000 to the Temple University Hospital Emergency Fund in Philadelphia in honor of my mother, Judy Moore, who worked there for 18 years in the Cardiomyopathy and Heart Transplant Center. Additionally, I am donating $500,000 to the City of Los Angeles Mayor’s Emergency COVID-19 Crisis Fund. THANK YOU to all of our healthcare professionals and everyone in the world who are working so hard to protect our loved ones. You are our heroes! These next two weeks are crucial: please stay home. Please. Stay. Home.

A post shared by  P!NK (@pink) on Apr 3, 2020 at 6:27pm PDT




 

En cuanto no pudo respirar correctamente sin ayuda de su nebulizador, la cantante temió que no pudiera sobrevivir al Covid-19, pues ya había visto los casos de las personas fallecidas a través de las noticias. 

Aunque tenían los síntomas, no contaba con la certeza de que fuera coronavirus, pues no podían salir de casa. Un día, Jameson vomitó y dijo que le dolía respirar y Pink, llena de pánico, supo que debía ir al hospital. 

En el centro médico les realizaron las pruebas de detección y ambos resultaron positivos al virus. Ahora, ambos se encuentran bien, ya que superaron la enfermedad. Además, la cantante aseguró que donará medio millón de dólares a un hospital en el que trabajaba su madre. 

 

Lee también






Coronavirus. Rihanna y Jay-Z donan 1 millón de dólares cada uno


Los fondos serán para apoyar a los trabajadores indocumentados, los encarcelados, los indigentes y a los ciudadanos de la tercera edad 


 

pb
",,https://www.viveusa.mx/showbiz/pink-revela-sus-momentos-mas-dificiles-al-contagiarse-de-coronavirus
"
El presidente Andrés Manuel López Obrador informó que, luego de la intervención del presidente de Estados Unidos, Donald Trump, México acordó con la OPEP reducir en 100 mil barriles diarios su producción de petróleo con el objeto de ayudar mejorar el precio internacional del hidrocarburo y la economía mundial.
Acompañado por el canciller Marcelo Ebrard, en su conferencia de prensa en Palacio Nacional, el presidente López Obrador explicó que como parte del acuerdo, Estados Unidos se comprometió a reducir de manera adicional 250 mil barriles diarios de su producción del hidrocarburo.
“Ayer toda la tarde, llegamos a un acuerdo de reducir en 100 millones de barriles diarios para evitar que se siga cayendo el precio y con esa medida estimular el precio del petróleo. Nos sostuvimos hasta el final porque nos ha costado mucho esfuerzo aumentar la producción”.
Leer también: Precio del petróleo cae más de 9% en Nueva York en plenas negociaciones de la OPEP
El presidente López Obrador dijo que habló ayer por la tarde con el presidente Trump para lograr ese acuerdo toda vez que se pretendía que México redujera en 23%, unos 400 mil barriles diarios, su producción.
“Lo notificamos tarde, ya es formal, ya cumplimos”, dijo el mandatario.
 
",México acuerda con OPEP reducir en 100 mil barriles diarios su producción petrolera,https://www.eluniversal.com.mx/nacion/amlo-mexico-acuerda-con-opep-reducir-en-100-mil-barriles-de-petroleo
"
La Secretaría de Salud confirmó tres nuevos fallecimientos por Coronavirus (Covid-19) en Sonora, en personas con edades que oscilan entre los 66 a los 88 años, residentes de los municipios de Huatabampo, Cajeme y Hermosillo, así como siete nuevos casos de esta enfermedad, informó Enrique Clausen Iberri, titular de la dependencia. 
Acompañado por Héctor Clemente Baltierra Ochoa, director general de Atención Especializada y Hospitalaria, el secretario de Salud indicó que la letalidad en el estado a causa de esta enfermedad es muy alta, debido a los padecimientos que han presentado los casos confirmados, como diabetes, obesidad, hipertensión arterial, entre otras.
“La letalidad observada en Sonora es muy alta en comparación a la media nacional y mundial. En razón de que la población en Sonora tiene una mayor prevalencia en diabetes, obesidad, hipertensión arterial, su riesgo de muerte es superior al de otras regiones del país; con mucho pesar te informo que se han presentado más fallecimientos por Covid-19 en nuestro estado, desde aquí enviamos nuestras más sentidas condolencias y la solidaridad para su familia y sus seres queridos”, expresó.
El funcionario estatal detalló que el primer fallecimiento se trata de una mujer de 66 años de edad, derechohabiente del Instituto Mexicano del Seguro Social (IMSS), quien presentaba hipertensión y obesidad, y no registraba viaje fuera de la entidad, sin embargo, tuco contacto de un caso confirmado el 2 de abril.
Puedes leer: ¿Qué es y cómo opera el modelo de vigilancia centinela para el Covid-19?
Agregó que esta persona inició con síntomas respiratorios el 30 de marzo, con deterioro progresivo, acudió a su unidad médica en Huatabampo, evolucionó mal y el día 4 de abril fue transferida a un hospital de su institución en Cajeme y posteriormente falleció el 8 de abril; este jueves el Laboratorio Estatal de Salud Pública confirmó el diagnóstico de Covid-19.
El secretario de salud señaló que el segundo caso corresponde a un hombre de 70 años, residente de Cajeme, derechohabiente de la Secretaría de Salud, con antecedente de diabetes, sin viajes fuera del estado; el paciente inició con síntomas respiratorios el viernes 3 de abril por lo que dos días después acudió al Hospital General de Ciudad Obregón en malas condiciones generales, con dificultad respiratoria severa y con diagnóstico de pancreatitis agudo.
Añadió que un día posterior sospecharon de la enfermedad y tomaron muestra, sin respuesta al tratamiento médico, falleció el día 7 de abril; de igual forma el Laboratorio Estatal de Salud Pública confirmó el diagnóstico de Covid-19.
Clausen Iberri precisó que la tercera defunción sucedió en un hombre de 88 años, que se confirmó el día 7 de abril, residente de Hermosillo, derechohabiente del Isssteson, con diabetes, hipertensión arterial, enfermedad pulmonar crónica, insuficiencia renal y obesidad. Este paciente estaba reportado como grave desde su ingreso y falleció este jueves por la madrugada.
Te puede interesar: Mueren en México dos mujeres embarazadas por Covid-19
Asimismo se confirmaron cinco casos no fatales en tres hombres y dos mujeres de entre 25 a 78 años de edad; tres en residentes de Hermosillo que fueron confirmados por el Laboratorio Estatal de Salud Pública, y dos en San Luis Río Colorado, quienes fueron confirmados por un laboratorio privado acreditado por el Indre; tres de estos casos son ambulatorios y dos se encuentran estables pero hospitalizados.
Comentó, también, que la investigación de campo ha identificado 12 contactos directos, pero se extenderá a contactos ocasionales para rastrear fuentes de contagio; los 55 casos de Covid-19 se distribuyen: 19 en Hermosillo; nueve en San Luis Río Colorado; siete en Huatabampo y en Cajeme; cuatro en Magdalena; tres en Navojoa; dos en Guaymas y dos en Sáric; y en Opodepe y Nogales, un caso en cada uno.

Urge Gobernadora a quedarse en casa
Debido a que Sonora ha entrado a la fase de mayor riesgo de contagio, el llamado a quedarse en casa ya no debe ser ignorado, porque son momentos decisivos para las y los sonorenses, aseguró la gobernadora, Claudia Pavlovich Arellano, a través de videomensaje.
En el mensaje, difundido a través de redes sociales, la mandataria hizo hincapié en la urgencia de llevar a cabo la estrategia de distanciamiento social Quédate en Casa, ya que con la participación de toda la sociedad se habrá de contener, o no, la escalada de contagios.
“¿Por qué pedimos quedarse en casa?, porque los expertos nos han dicho que el efecto de esta medida es parecido al de una vacuna, ya que evitamos la propagación masiva del virus, pero para que sea efectiva necesitamos hacerla todos al mismo tiempo, sino no funciona”, indicó.
La gobernadora Pavlovich pidió a quienes todavía no han practicado la estrategia Quédate en Casa a que lo hagan cuanto antes, ya que se acaba el tiempo para frenar la propagación del virus, y representa una mayor amenaza a los adultos mayores y personas con padecimientos crónico degenerativos.
 
",Fallecen tres personas más por coronavirus en Sonora; suman 8,https://www.eluniversal.com.mx/estados/fallecen-tres-personas-mas-por-coronavirus-en-sonora-suman-8
"
Como había anunciado ayer, Andrés Manuel López Obrador informó que ya envió a Carlos Salazar Lomelín, presidente del Consejo Coordinador Empresarial (CCE), la carta con la lista de las 15 empresas que deben a la hacienda pública 50 mil millones de pesos, y expresó que espera que el líder empresarial lo ayude a exhortar a los dueños de estas empresas a que paguen. 
En conferencia de prensa en Palacio Nacional, el mandatario comentó que en caso de que estos empresarios pagaran este monto, se podrían comprar 40 mil ventiladores y demás insumos médicos para ser usados para enfrentar la contingencia del Covid-19. 
“Ya le mandé el oficio al presidente del CCE con los 15 grandes empresarios, las 15 grandes corporaciones que le deben a la hacienda pública y que tienen para pagar, que deben incluidas multas y recargos, 50 mil millones de pesos, y ayer dije que no solo por cuestiones legales, sino por cuestiones de dignidad, no iba dar yo a conocer los nombres, pero ya las tiene con las cantidades el presidente del CCE"", dijo.
También lee: “Créditos a la palabra, a un millón de Pymes”
 “A lo mejor él si la va a dar a conocer, yo no puedo. Lo que hice fue dictar el oficio, poner el anexo con los 15 y procurar entregar en mano y de manera segura para que, en una de esas, nos ayude a cobrar”. 
Señaló que si los empresarios pagan la mitad de esta deuda se pondrían adquirir 20 mil ventiladores, y si se pagara la totalidad serían 40 mil ventiladores, “y nos alcanzaría hasta para comprar cubrebocas, caretas, y para todo”, y en vez de entregar un millón de créditos para pequeñas empresas serían 3 millones de créditos. 
“Hago el compromiso de que ese dinero sería para las Pymes, pequeños negocios, tanto de la economía formal, como de la economía informal, sería una contribución extraordinaria del CCE, el que nos ayuden a cobrar, eso sería un ejemplo a nivel mundial de apoyo, de solidaridad”. 
“Por eso, que quede claro, el principal problema de México era la corrupción, lo que pasa es que no se le daba importancia, se pensaba que era una cuestión de nuestras cultural, llego alguien a decir, una alta autoridad, haya hasta mero arriba, en le pináculo, de que la corrupción era parte de la cultura de México”.
 
",AMLO dice que envió listado al CCE de los 15 grandes deudores de la hacienda pública,https://www.eluniversal.com.mx/nacion/la-mananera-amlo-envio-listado-al-cce-de-los-15-deudores-de-la-hacienda-publica
"
Ana Claudia Talancón anda activa promoviendo a su papá, un chef en Cancún, ahora que la contingencia sanitaria pide no hacer grandes concentraciones de personas. Ella misma señala tener buen sazón gracias a su padre, quien desde pequeña le enseñó a cocinar. Dice que lo que le pidan, lo hace sin problema.
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Para toda la gente que está en Playa del Carmen, Akumal o Puerto Aventuras pidan su deliciosa comida a domicilio!!!!! 

Una publicación compartida de  Ana (@latalancon) el 25 Mar, 2020 a las 4:54 PDT



 

Rafa Sarmiento saca al rockero que lleva dentro
En épocas de encierro los famosos han encontrado diferentes formas de no perder la cabeza y seguir comunicados con familia y amigos. Uno de ellos es el conductor mexicano Rafa Sarmiento, quien ha ""creado"" una banda de rock virtual gracias a las ventajas de la tecnología. En los videos que ha compartido en sus redes tocando el bajo desde Madrid se le ve acompañado por amigos de México, Francia y Estados Unidos, cada uno haciendo su parte y rockeando para apaciguar las preocupaciones por el coronavirus.

 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Sesiones en piJAMa de la cuarentena con amigos queridos. Desde Los Angeles @modadulce vocalista de @ruidorosaa en Mexico @ranafonk en la traca y @durazo.diego guitarra. Su asqueroso servidor en Madrid. A bunch of kids from the 90s

Una publicación compartida de  Rafael Sarmiento (@rafasarmiento) el 3 Abr, 2020 a las 3:19 PDT



 

Dolores Heredia no pierde el tiempo
No todos ocupan el ocio para compartir rutinas de ejercicios o hacer retos virales. Nos cuentan que Dolores Heredia aprovecha el aislamiento obligado por coronavirus para trabajar en su documental, el cual lleva varios meses en producción. Su agenda de trabajo como actriz le había impedido avanzar en él pero ahora que las producciones se han detenido, ha retomado este trabajo en el que será la directora. 
al
",Ana Claudia Talancón promueve el sazón de su papá ,https://www.eluniversal.com.mx/espectaculos/farandula/ana-claudia-talancon-promueve-el-sazon-de-su-papa
"
Luego de más de diez horas de una teleconferencia de los ministros de energía de países productores de petróleo, México, que había sido el único país que no aceptó el recorte de producción acordado por la Organización de Países Exportadores de Petróleo (OPEP) y productores independientes que se celebra en Viena, Austria, propuso recortar su producción en 100 mil barriles diarios en los próximos dos meses.
El cartel esperaba que nuestro país recortara su producción en 400 mil barriles diarios para contribuir a estabilizar el mercado.
Sin embargo, y después de abandonar la reunión para retomar su lugar a las 19:55 horas de México, la secretaria de Energía, Rocío Nahle, escribió en su cuenta de Twitter que “México en el consenso para estabilizar el precio del petróleo en la reunión de la OPEP ha propuesto una reducción de 100 mil barriles por día en los próximos dos meses. De 1.781 millones de barriles diarios de producción que reportamos en marzo del 2020, disminuiremos a 1.681 millones de barriles”.
Lea también: Precio del petróleo cae más de 9% en Nueva York en plenas negociaciones de la OPEP
Gonzalo Monroy, analista y socio de la firma Monroy Energy, comentó que en realidad esos 1.681 millones de barriles se parece a lo que ya está produciendo Pemex. Con la producción de privados, producto de la Reforma Energética, es que llegan a 1.721.
Antes de iniciar la reunión ministerial, la titular de la Sener había expresado a través de su cuenta de Twitter: 
 

Hoy participamos por videoconferencia desde Villahermosa, Tabasco en la 9th reunión ministerial extraordinaria de la OPEP y NO OPEP.
La mayoría de los países trabajamos en lograr consensos para la estabilización del petróleo.
 ⁦@GobiernoMX⁩
⁦@OPECSecretariat⁩ pic.twitter.com/A9aDQ2ITD4
 — Rocío Nahle (@rocionahle) April 9, 2020

Sin embargo, y conforme avanzó el día, Nahle propuso recortar la plataforma de producción de México a partir de lo proyectado de 1.9 millones de barriles diarios y no desde su producción actual, 1.75 millones de barriles, lo cual fue inaceptable para el resto de los países productores.
De acuerdo Nayla Razzouk, analista que cubre la reunión, Nahle García abandonó la reunión sin hacer algún ofrecimiento de recorte por parte de México.
Esta actitud fue descrita por Hussam Al Saleh, miembro del grupo negociador Saudi Arabe, en su cuenta de Twitter de la siguiente manera: ""No importa ser hombre o mujer, puede ser un negociador duro, pero no debe huir de las negociaciones”.
Abhi Rajendran, de la firma consultora ARaj-Energy, sostuvo que la posición de México es absurda. ""Quieren mostrar que Pemex aumentara la producción a las refinerías locales. Esos refinadores funcionan con 40-50% el año pasado y son una broma total"", expresó.
La demanda es peor ahora, pues la economía mexicana ha caído 10% este año. 
Antes de que México regresará a la reunión, la propuesta de reducción de la producción de petróleo crudo a nivel mundial fue respaldada por el resto del grupo de productores.
Lea también: Rusia y Arabia Saudita logran acuerdo; petróleo al alza
De entrada, Rusia y Arabia Saudita reducirán su producción en 2.5 millones de barriles diarios a partes iguales, desde un nivel de 11 millones de barriles por día, según el proyecto de acuerdo alcanzado por los ministros miembros de la OPEP y productores independientes difundido por la agencia oficial TASS.
El proyecto de acuerdo es que los países productores limitarán su producción en 10 millones de barriles diarios, desde 43.8 millones a 33.8 millones.
Para cada país que participa en el recorte, la producción deberá ajustarse a la baja en 23%.
Hasta antes del acuerdo, las cotizaciones del petróleo crudo en los mercados internacionales reflejaron comportamientos distintos:
El petróleo crudo texano WTI reportó una reducción de 7.99% para ubicarse en 23.21 dólares; el aceite tipo Brent que se comercializa en el mercado europeo aumentó de 0.16% para alcanzar los 31.82 dólares por barril, mientras que el crudo mexicano se redujo de 17.89 a 16.54 dólares por barril.
cev
",México propone recortar 100 mil barriles diarios; OPEP pedía 400 mil,https://www.eluniversal.com.mx/cartera/mexico-unico-pais-que-no-acepta-reduccion-de-opep-en-produccion-de-petroleo
"
La noche de este jueves se lleva a cabo en Huajuapan de León, ciudad de la región Mixteca de Oaxaca, la audiencia de vinculación a proceso de Juan Antonio Vera Carrizal, exdiputado priista acusado de ser el autor intelectual del ataque con ácido contra la saxofonista María Elena Ríos.
El lunes pasado, Vera Carrizal se entregó a las autoridades y ese mismo día fue trasladado a Huajuapan, ciudad donde ocurrió el ataque y donde un juez de control emitió la orden de aprehensión en contra del también empresario gasolinero a quien se busca procesar por el delito de feminicidio en grado de tentativa.
A través de su cuenta de Twitter, María Elena informó que se está llevando a cabo la audiencia de su agresor y pidió al juez y a las autoridades judiciales “que privilegien la justicia”.
“En estos momentos la audiencia de mi agresor se lleva a cabo. Hago votos para que el juez Jorge Victor L. Velazco Castellanos y el presidente del tribunal, Eduardo Pinacho  Sanchez, privilegien la justicia y no le den libertad a mi agresor”, publicó.
Lee también: Ingresan al detenido Vera Carrizal a clínica; argumenta dolor abdominal
Desde el día de la detención, cuando circularon imágenes donde se observa Vera Carrizal sin esposas y posando junto a Ernesto Salcedo, secretario de Seguridad Pública de Oaxaca, la joven confesó a EL UNIVERSAL que todo se veía “tan falso”.
Luego, la saxofonista publicó ayer que su agresor estaba en perfecto estado de salud, lo anterior luego de que la Fiscalía General del Estado de Oaxaca confirmó que el detenido fue revisado por un doctor e internado en una clínica privada, para posteriormente ser reingresado a los separos, razón por lo la cual se aplazó la audiencia programada para ayer.
“Conozco perfectamente a mi agresor, goza de excelente salud.
Estemos alertas y no dejemos que una estrategia basada en artimañas vulnere el camino hacia la justicia que tiene pendiente conmigo y el pueblo de México”, advertía la joven.
Hasta el momento han sido detenidos tres hombres por el ataque contra la saxofonisya y los tres han sido vinculados a proceso por el delito de feminicidio en grado de tentativa, el mismo que se imputa a Vera Carrizal.
Lee también: Ninguna otra mujer debe vivir lo mismo: María Elena, saxofonista
afcl
","Ante audiencia de su agresor, joven saxofonista pide ""privilegiar la justicia""",https://www.eluniversal.com.mx/estados/ante-audiencia-de-su-agresor-joven-saxofonista-pide-privilegiar-la-justicia
"Javier citó a Mauricio sobre el Paseo de los Compositores en la Primera Sección del Bosque de Chapultepec, para pagarle 5 mil pesos, pero fueron sorprendidos por sujetos en motocicleta, quienes mataron al primero, en la alcaldía de Miguel Hidalgo de la Ciudad de México.
Mauricio llegó al punto pactado, entre Alencastre y Periférico Norte, cerca de las 15:00 horas de ayer a bordo de un Nissan Tiida gris, placas J45AUM, que estacionó cerca del Parque “La Tapatía”.
Minutos después arribó Javier, de 50 años, en un Chevrolet Aveo color vino, placas NEH7512, que estacionó delante del primero, descendió y entró al asiento del copiloto del Tiida.
EL ATAQUE. Apenas se habían saludado cuando llegaron dos hombres —uno con vestimenta azul— en una motocicleta tipo cargo, uno de ellos descendió y con una pistola golpeó la ventanilla de Javier para aparentemente despojarlo del dinero.
“(Javier) entró en crisis nerviosa, por lo que al no saber qué hacer, el sujeto que golpeó la ventanilla le efectuó una detonación lesionándolo en la región pectoral del lado derecho”, detallan los reportes.
Según el informe, el dinero que Mauricio recibiría era un pago por su trabajo como chofer de una empresa de construcción con razón social Grupo Social Empresarial.
Paramédicos de Cruz Roja auxiliaron al herido, pero ya había muerto a causa del disparo en el pecho.
Aunque en el lugar se manejó el intento de robo como el móvil de la agresión, serán la Fiscalía General de Justicia la que determine el móvil.
Mauricio fue presentado al MP en calidad de testigo para declarar.
EL DATO
En el municipio de Emiliano Zapata, en Morelos, un militar abatió a otro ladrón que había entrado a su casa para robar.
",,https://www.elgrafico.mx/la-roja/hombre-se-pone-nervioso-en-supuesto-asalto-y-lo-matan-de-balazo-en-el-pecho-en-cdmx
"
Autoridades de Protección Civil del municipio de Soledad continúan vigilando balnearios y lugares recreativos que se encuentran dentro de la demarcación, con el fin de asegurar que se mantengan sin servicio y cumplir con las disposiciones preventivas establecidas por la Secretaría de Salud ante la emergencia sanitaria por coronavirus.

Al respecto, el titular del área, Mauricio Ordaz Flores, informó que brigadas realizan recorridos en dos balnearios y seis albercas en distintos puntos del municipio para intensificar la vigilancia durante Semana Santa.

Comentó que personal del área realiza recorridos en los balnearios que operan en la colonia Pavón y la comunidad Los Gómez, además de las albercas ubicadas en las colonias Potrero de Adentro, Central de Maquinaria, Morelos, carretera a Matehuala y calle Corregidora, Periférico Norte y la calle Juan Bustamante, y carretera a Matehuala.

Ordaz Flores indicó que si bien Semana Santa es uno de los períodos vacacionales más importantes en el año para la afluencia de bañistas, se conmina a la población a quedarse en casa, pues la Secretaría de Salud en el estado confirmó la trasmisión local del coronavirus, por lo que se requiere de la participación de los habitantes para unir esfuerzos y evitar la propagación de la enfermedad.

Finalmente, dijo que Protección Civil de Soledad también se ha sumado al operativo permanente para informar sobre el cierre de establecimientos que, por su giro comercial, no resultan esenciales en este momento.

etp
",Protección Civil en Soledad vigila que balnearios permanezcan cerrados ante contingencia sanitaria,https://sanluis.eluniversal.com.mx/municipios/07-04-2020/proteccion-civil-en-soledad-vigila-que-balnearios-permanezcan-cerrados-ante
"
Aún con la contingencia, el barrio de Santa Ana amaneció adornado como tradicionalmente se hace para recibir la Semana Santa. En Viernes de Dolores algunos balcones lucen el tradicional moño morado.

En el interior de la iglesia de Santa Ana, que se encuentra abierta, algunos feligreses llegan a conmemorar este día rezando el novenario. Esta ocasión no hubo regalo de agua de chía o limón a los caminantes.

En las cercanías al templo de Santa Ana, se ofreció la tradicional agua de Dolores.

Los moños en color morado ya adornan las ventanas de viviendas y casonas de una avenida, en el tradicional barrio de la capital queretana.

Este 2020  se cumplen 26 años de que la calle de Escobedo es el centro de reunión de esta tradición; y por costumbre  también  le rezarán el rosario de los siete dolores.

Durante el festejo, la señora  Susana Aboytes, montó  en la cochera de su casa el altar a la Virgen de Los Dolores.
",Mantienen la fe en la Virgen de los Dolores,https://www.eluniversalqueretaro.mx/portada/mantienen-la-fe-en-la-virgen-de-los-dolores
